"video_id","video_title","video_description","video_published_date","video_total_views","video_total_likes","playlist_id","playlist_title","channel_id","channel_title"
"EXerf45LWZg","Rock Around The Clock (Bill Haley & His Comets Cover) - Dead Dogs Camilla's Degree Party","Dead Dogs Camilla's Degree Party - Live at Rocca Brivio (September ‎23, ‎2016)",2016-10-18,89,0,"PLhIw1_0YGPEQsx48wV5tLpmYbAA5BfW53","Dead Dogs 2016 Camilla's Degree Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"aXXirYDMsnM","Still Standing Tall (Brady Seals Cover) - Dead Dogs 2017 1st Country Event","Dead Dogs 1st Country Event - Live at Il Nuovo Boscaccio (June ‎16, ‎2017)",2017-07-12,86,4,"PLhIw1_0YGPERgIZrg9wvCdefjvdmmbfiH","Dead Dogs 2017 1st Country Event - Live at Il Nuovo Boscaccio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"OLCn9-R1MbA","Proud Mary (Tina Turner Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,85,4,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"FMkS1dsHbe0","Eppur Mi Son Scordato Di Te (Lucio Battisti/Formula 3 Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,85,2,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"au27OHhk89g","Burning Love (Elvis Presley Cover) - Dead Dogs 2017 1st Country Event","Dead Dogs 1st Country Event - Live at Il Nuovo Boscaccio (June ‎16, ‎2017)",2017-07-12,85,2,"PLhIw1_0YGPERgIZrg9wvCdefjvdmmbfiH","Dead Dogs 2017 1st Country Event - Live at Il Nuovo Boscaccio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Io0dW4i5HPs","Kiss (Prince Cover) - Dead Dogs 2023 Plug & Play Jam Session (May 25, 2023)","Kiss (Prince Cover)
Dead Dogs 2023 Plug & Play Jam Session - Live at Musicolepsia (May 25, 2023)
#kiss #prince #deaddogsband #lanostrajamédiversa @musicolepsia",2023-06-02,84,1,"PLhIw1_0YGPESGECtLx3YRkd98o0F14NG6","Dead Dogs 2023 Plug & Play Jam Session (May 25, 2023) - Live at Musicolepsia","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"VcPZ6y4XblA","Let's Talk About Love (Jessie Farrell Cover) - Dead Dogs 2017 1st Country Event","Dead Dogs 1st Country Event - Live at Il Nuovo Boscaccio (June ‎16, ‎2017)",2017-07-12,84,0,"PLhIw1_0YGPERgIZrg9wvCdefjvdmmbfiH","Dead Dogs 2017 1st Country Event - Live at Il Nuovo Boscaccio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"2At0xhx2jTE","Life's Been Good (Joe Walsh Cover) - Dead Dogs 2002 Rehearsals","Life's Been Good (Joe Walsh Cover) - Dead Dogs 2002 Rehearsals (Rarities)
#lifesbeengood #joewalsh #deaddogsband",2020-09-04,81,2,"PLhIw1_0YGPETy5UGqmewQzcmeBZhU69db","Studio Recordings & Rehearsals","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Y8KaNNdLP8I","Don't Stop Me Now (Queen Cover), Bis - Dead Dogs 2017 Christmas Party","Dead Dogs 2017 Christmas Party - Live at Dundee Pub (December ‎17, ‎2017)",2017-12-28,81,1,"PLhIw1_0YGPEQLnaY_Nknm4RA8LLkbFkbN","Dead Dogs 2017 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"IJOubaRy2XM","Should I Stay Or Should I Go (The Clash Cover) - Dead Dogs Camilla's Degree Party","Should I Stay Or Should I Go (The Clash Cover)
Dead Dogs Camilla's Degree Party - Live at Rocca Brivio (September ‎23, ‎2016)
#shouldistayorshouldigo #theclash #deaddogsband",2016-10-18,81,0,"PLhIw1_0YGPEQsx48wV5tLpmYbAA5BfW53","Dead Dogs 2016 Camilla's Degree Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"4L-hME5a24g","You Shook Me All Night Long (AC/DC Cover) - Dead Dogs 2019 1st Palco Aperto Event","You Shook Me All Night Long (AC/DC Cover)
Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)
#youshookmeallnightlong #acdc #deaddogsband",2019-11-23,80,3,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"dCsMB4Ez_Cs","High Voltage (AC/DC Cover) - Dead Dogs 2019 1st Palco Aperto Event","High Voltage (AC/DC Cover)
Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)
#highvoltage #acdc #deaddogsband",2019-11-23,80,3,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"o-NDGtL8zZU","Black Horse And The Cherry Tree (KT Tunstall Cover) - Dead Dogs 2016 Christmas Party","Dead Dogs 2016 Christmas Party - Live at Dundee Pub (December ‎18, ‎2016)",2017-01-24,78,2,"PLhIw1_0YGPEQOfk9pf6mdFPP_tzQwQIU2","Dead Dogs 2016 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Xw5dEfLk7bo","Here Comes The Sun (The Beatles Cover) - Dead Dogs 2014 Rehearsals","Here Comes The Sun (The Beatles Cover) - Dead Dogs 2014 Rehearsals (April ‎11, ‎2014)
#herecomesthesun #thebeatles #deaddogsband",2020-09-20,77,3,"PLhIw1_0YGPETy5UGqmewQzcmeBZhU69db","Studio Recordings & Rehearsals","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Y2qsehr_r00","My Sharona (The Knack Cover) - Dead Dogs 50's Party","Dead Dogs 50's Party - Live at Cascina Bruciata (June ‎11, ‎2016)",2016-07-28,77,0,"PLhIw1_0YGPER3H3lpApMLkc2d676B-lpD","Dead Dogs 2016 50's Party - Live at Cascina Bruciata","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"SHNlxTAWMzo","Sweet Home Alabama (Lynyrd Skynyrd Cover) - Dead Dogs 2017 1st Country Event","Dead Dogs 1st Country Event - Live at Il Nuovo Boscaccio (June ‎16, ‎2017)",2017-07-12,76,1,"PLhIw1_0YGPERgIZrg9wvCdefjvdmmbfiH","Dead Dogs 2017 1st Country Event - Live at Il Nuovo Boscaccio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"tJXsJJBvv9M","Chelsea Dagger (The Fratellis Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,75,3,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"I4ZBUI1McHQ","Roxanne (The Police Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,73,3,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"NHxaRrpDMfI","Waterloo (Abba Cover) - Dead Dogs 2016 Christmas Party","Dead Dogs 2016 Christmas Party - Live at Dundee Pub (December ‎18, ‎2016)",2017-01-24,72,1,"PLhIw1_0YGPEQOfk9pf6mdFPP_tzQwQIU2","Dead Dogs 2016 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"ZmHewS6KB9E","Footloose (Kenny Loggins Cover) - Dead Dogs 2016 Christmas Party","Dead Dogs 2016 Christmas Party - Live at Dundee Pub (December ‎18, ‎2016)",2017-01-24,72,0,"PLhIw1_0YGPEQOfk9pf6mdFPP_tzQwQIU2","Dead Dogs 2016 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"XtN4NMFBKcY","Man! I Feel Like A Woman (Shania Twain Cover) - Dead Dogs Martina's 18th Birthday Party","Dead Dogs Martina's 18th Birthday Party - Live at Dundee Pub (December ‎2, ‎2018)",2019-05-13,71,1,"PLhIw1_0YGPESAFz3ZRQ4gZTtYIvehRb3M","Dead Dogs 2018 Martina's 18th Birthday Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"nETPxwYCMCc","Stuck In The Middle With You (Stealers Wheel Cover) - Dead Dogs Plug & Play Jam Session (25/05/2023)","Stuck In The Middle With You (Stealers Wheel Cover)
Dead Dogs 2023 Plug & Play Jam Session - Live at Musicolepsia (May 25, 2023)
#stuckinthemiddle #stealerswheel #deaddogsband #lanostrajamédiversa @musicolepsia",2023-06-02,70,1,"PLhIw1_0YGPESGECtLx3YRkd98o0F14NG6","Dead Dogs 2023 Plug & Play Jam Session (May 25, 2023) - Live at Musicolepsia","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"c_3HwYoAU5U","Let It Snow (Dean Martin Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,70,2,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"rn6OUi4GRmw","My Sharona (The Knack Cover) - Dead Dogs Camilla's Degree Party","Dead Dogs Camilla's Degree Party - Live at Rocca Brivio (September ‎23, ‎2016)",2016-10-18,70,2,"PLhIw1_0YGPEQsx48wV5tLpmYbAA5BfW53","Dead Dogs 2016 Camilla's Degree Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"jBkTFCwiXJw","Man! I Feel Like A Woman (Shania Twain Cover) - Dead Dogs 2017 Christmas Party","Dead Dogs 2017 Christmas Party - Live at Dundee Pub (December ‎17, ‎2017)",2017-12-28,68,2,"PLhIw1_0YGPEQLnaY_Nknm4RA8LLkbFkbN","Dead Dogs 2017 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"6Ivs22lffSI","Get Over It (Eagles Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,67,1,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"jHchlbZEVGk","Kiss (Prince Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,66,1,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"RwXh54-8Wxk","Proud Mary (Tina Turner Cover) - Dead Dogs 2019 1st Palco Aperto Event","Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)",2019-11-23,66,3,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"iE9Gu5gPfuE","Rome Wasn't Built In A Day (Morcheeba Cover) - Dead Dogs Martina's 18th Birthday Party","Dead Dogs Martina's 18th Birthday Party - Live at Dundee Pub (December ‎2, ‎2018)",2019-05-13,65,1,"PLhIw1_0YGPESAFz3ZRQ4gZTtYIvehRb3M","Dead Dogs 2018 Martina's 18th Birthday Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"xoe8BshKfME","These Boots Are Made for Walkin' (Nancy Sinatra Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,64,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"XtoK00nCDdg","One (U2 Cover) - Dead Dogs 50's Party","Dead Dogs 50's Party - Live at Cascina Bruciata (June ‎11, ‎2016)",2016-07-28,64,0,"PLhIw1_0YGPER3H3lpApMLkc2d676B-lpD","Dead Dogs 2016 50's Party - Live at Cascina Bruciata","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"ifPKBO_1Fls","Jingle Bell Rock (Bobby Helms Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,63,3,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"bWEQPuZ3guM","Kiss (Prince Cover) - Dead Dogs Martina's 18th Birthday Party","Dead Dogs Martina's 18th Birthday Party - Live at Dundee Pub (December ‎2, ‎2018)",2019-05-13,63,0,"PLhIw1_0YGPESAFz3ZRQ4gZTtYIvehRb3M","Dead Dogs 2018 Martina's 18th Birthday Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"UFIvZsxYdKI","Highway To Hell (AC/DC Cover) - Dead Dogs 2019 1st Palco Aperto Event","Highway To Hell (AC/DC Cover)
Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)
#highwaytohell #acdc #deaddogsband",2019-11-23,62,4,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Rhia6hieDrQ","Take It Easy (Eagles Cover) - Dead Dogs Camilla's Degree Party","Dead Dogs Camilla's Degree Party - Live at Rocca Brivio (September ‎23, ‎2016)",2016-10-18,62,2,"PLhIw1_0YGPEQsx48wV5tLpmYbAA5BfW53","Dead Dogs 2016 Camilla's Degree Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"lgtMTSV79XI","Chelsea Dagger (The Fratellis Cover) - Dead Dogs 2019 1st Palco Aperto Event","Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)",2019-11-23,60,3,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"SBPFoFFtv3Q","Sweet Home Alabama (Lynyrd Skynyrd Cover) - Dead Dogs Martina's 18th Birthday Party","Dead Dogs Martina's 18th Birthday Party - Live at Dundee Pub (December ‎2, ‎2018)",2019-05-13,60,2,"PLhIw1_0YGPESAFz3ZRQ4gZTtYIvehRb3M","Dead Dogs 2018 Martina's 18th Birthday Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"49Ig-4tGcBw","Time Warp & I Saw Her Standing There (TRHPS & The Beatles Covers) - Dead Dogs 2018 Halloween Party","Time Warp & I Saw Her Standing There (TRHPS & The Beatles Covers)
Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)
#timewarp #therockyhorrorpictureshow #isawherstandingthere #thebeatles #deaddogsband",2019-03-04,60,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Xt0zcJIUvNY","Whole Lotta Shakin' Goin' On (Jerry Lee Lewis Cover) - Dead Dogs Cristina's 50th Birthday Party","Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)",2019-11-23,59,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"PbWsnBALnug","I Love Rock n' Roll (Joan Jett & the Blackhearts Cover) - Dead Dogs 2019 1st Palco Aperto Event","Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)",2019-11-23,58,3,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"QWXRYj2sDBI","Rock And Roll (Led Zeppelin Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,58,2,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"NDkenD6Wgio","Run Run Rudolph (Kelly Clarkson Cover) - Dead Dogs 2017 Christmas Party","Dead Dogs 2017 Christmas Party - Live at Dundee Pub (December ‎17, ‎2017)",2017-12-28,58,0,"PLhIw1_0YGPEQLnaY_Nknm4RA8LLkbFkbN","Dead Dogs 2017 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"9yn7hpSjvoY","Rome Wasn't Built In A Day (Morcheeba Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,57,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"bnZmxd7qQ9g","Crazy Little Thing Called Love (Queen Cover) - Dead Dogs 2016 Christmas Party","Dead Dogs 2016 Christmas Party - Live at Dundee Pub (December ‎18, ‎2016)",2017-01-24,56,2,"PLhIw1_0YGPEQOfk9pf6mdFPP_tzQwQIU2","Dead Dogs 2016 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"ZNPidYs-Gx0","Rag Doll (Aerosmith Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,55,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"7zvBvlBjfdA","Footloose (Kenny Loggins Cover) - Dead Dogs 2017 1st Country Event","Dead Dogs 1st Country Event - Live at Il Nuovo Boscaccio (June ‎16, ‎2017)",2017-07-12,55,2,"PLhIw1_0YGPERgIZrg9wvCdefjvdmmbfiH","Dead Dogs 2017 1st Country Event - Live at Il Nuovo Boscaccio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"YLk8ynchqYs","Let It Snow (Dean Martin Cover) - Dead Dogs 2016 Christmas Party","Dead Dogs 2016 Christmas Party - Live at Dundee Pub (December ‎18, ‎2016)",2017-01-24,54,1,"PLhIw1_0YGPEQOfk9pf6mdFPP_tzQwQIU2","Dead Dogs 2016 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"IW-9FfTmykQ","Don't Stop Me Now (Queen Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,53,4,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"f_Ww29I389E","Cocaine (Eric Clapton Cover) - Dead Dogs Cristina's 50th Birthday Party","Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)",2019-11-23,52,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"WKnG9910BXg","Should I Stay Or Should I Go (The Clash Cover) - Dead Dogs 2019 1st Palco Aperto Event","Should I Stay Or Should I Go (The Clash Cover)
Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)
#shouldistayorshouldigo #theclash #deaddogsband",2019-11-23,51,2,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"uUdFEMoerQo","Santa Claus Is Coming To Town (J.F. Coots & H. Gillespie Cover) - Dead Dogs 2016 Christmas Party","Dead Dogs 2016 Christmas Party - Live at Dundee Pub (December ‎18, ‎2016)",2017-01-24,50,2,"PLhIw1_0YGPEQOfk9pf6mdFPP_tzQwQIU2","Dead Dogs 2016 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"GGch5H0qN2E","Sweet Home Alabama (Lynyrd Skynyrd Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,49,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"8TD2KAEC0tE","Sex Machine (James Brown Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,47,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"8ai_Bsy1Ok0","Kiss (Prince Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,46,3,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"5A2A97hcDLI","It Happens (Sugarland Cover) - Dead Dogs 2017 1st Country Event","Dead Dogs 1st Country Event - Live at Il Nuovo Boscaccio (June ‎16, ‎2017)",2017-07-12,46,2,"PLhIw1_0YGPERgIZrg9wvCdefjvdmmbfiH","Dead Dogs 2017 1st Country Event - Live at Il Nuovo Boscaccio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"wUmAY6SDRKA","Kiss (Prince Cover) - Dead Dogs Cristina's 50th Birthday Party","Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)",2019-11-23,45,2,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"h9ZjAwCiq64","Lonely Boy (The Black Keys Cover) - Dead Dogs 2019 1st Palco Aperto Event","Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)",2019-11-23,44,2,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"UvVhLo9vE5c","Highway To Hell (AC/DC Cover) - Dead Dogs Cristina's 50th Birthday Party","Highway To Hell (AC/DC Cover)
Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)
#highwaytohell #acdc #deaddogsband",2019-11-23,44,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"WiSUKa4LSP4","You Shook Me All Night Long (AC/DC Cover) - Dead Dogs 2018 Halloween Party","You Shook Me All Night Long (AC/DC Cover)
Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)
#youshookmeallnightlong #acdc #deaddogsband",2019-03-04,44,5,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"KeI4OGETeRc","La Vita E' Bella (Movie Soundtrack Cover) - Dead Dogs 2023 Mama's 80th Birthday Party","La Vita E' Bella (La Vita E' Bella Movie Soundtrack Cover)
Dead Dogs 2023 Mama's 80th Birthday Party - Live at Bob Food and More (September 12, 2023)
#lavitaebella #nicolapiovani #deaddogsband

La Vita E' Bella  - Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: bass guitar
Cristina Bertoni: lead vocals
Livio Bariani: electric guitar
Alessandro Speranza: acoustic guitar

Video & sound editing with CapCut",2023-09-30,43,1,"PLhIw1_0YGPESQYg-TivCb5WBjsW4zQa0O","Dead Dogs 2023 Mama's 80th Birthday Party - Live at Bob Food and More","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"4qBMvOjN1es","Crazy Little Thing Called Love (Queen Cover) - Dead Dogs Camilla's Degree Party","Dead Dogs Camilla's Degree Party - Live at Rocca Brivio (September ‎23, ‎2016)",2017-02-07,43,0,"PLhIw1_0YGPEQsx48wV5tLpmYbAA5BfW53","Dead Dogs 2016 Camilla's Degree Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"mp2PFl-7olA","You Shook Me All Night Long (AC/DC Cover) - Dead Dogs Camilla's Degree Party","You Shook Me All Night Long (AC/DC Cover)
Dead Dogs Camilla's Degree Party - Live at Rocca Brivio (September ‎23, ‎2016)
#youshookmeallnightlong #acdc #deaddogsband",2016-10-18,43,1,"PLhIw1_0YGPEQsx48wV5tLpmYbAA5BfW53","Dead Dogs 2016 Camilla's Degree Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"wQP7iXAhM14","You Shook Me All Night Long (AC/DC Cover) - Dead Dogs Cristina's 50th Birthday Party","You Shook Me All Night Long (AC/DC Cover)
Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)
#youshookmeallnightlong #acdc #deaddogsband",2019-11-23,42,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
